细胞	2289	7.066089190457772	5.032787915298992	0.34596794708725515
检查	1392	7.22881869049588	4.7594443723124025	0.17052229906987837
临床	1111	8.400879436282185	2.2511021810906926	0.3312316099201345
疾病	1059	6.321928094887362	3.255306383876582	0.24113009198423127
患者	924	7.577428828035749	5.308903858108184	0.2167381974248927
蛋白	823	8.233619676759702	4.481536997246789	0.10053115186290854
功能	674	7.8826430493618425	4.258090701699719	0.18097560975609756
出现	660	6.714245517666122	5.175550236432238	0.1554333764553687
检测	642	6.303780748177103	3.881556960745181	0.17052229906987837
正常	633	6.930737337562887	3.323144034867084	0.10207732829738594
引起	594	8.689997971419446	5.0762374811454825	0.31665098777046097
急性	560	5.459431618637297	2.7423250413382334	0.38213978626704337
动脉	519	6.7414669864011465	3.9814747299627107	0.11623418400171563
发生	509	5.857980995127572	5.108985125664187	0.13878864298447757
感染	507	7.813781191217037	3.1653138548124575	0.20275689223057644
主要	498	7.45121111183233	3.358371733355769	0.1968791796700847
进行	474	8.103287808412023	5.84375492127166	0.22343632253202714
红细胞	445	6.189824558880018	4.144244532187443	0.3765932792584009
肿瘤	414	7.794415866350106	3.777396128638643	0.12223071046600459
明显	413	8.603626344986191	4.383782127464442	0.17153407183618663
病变	413	4.643856189774724	3.4827850408347585	0.11332755131540907
慢性	409	5.459431618637297	2.223032588481985	0.38213978626704337
方法	407	7.754887502163469	2.9118450733998804	0.30724797139320587
血管	392	4.523561956057013	4.3453176705400365	0.1385306019221042
神经	387	8.693486957499326	4.880143292593001	0.10181178023912565
组织	386	9.491853096329676	5.549779550888998	0.16319514661274015
试验	372	8.721099188707186	2.523409588773892	0.20919540229885059
情况	370	9.262094845370179	2.2654554593956813	0.1668147771994414
关节	363	7.912889336229962	4.509811656092652	0.3368112442873157
出血	362	3.9068905956085187	3.8466028138104043	0.1554333764553687
