一些	68	4.906890595608519	3.2223226366116733	0.2674922938432581
一侧	77	4.321928094887363	3.2221008845973667	0.20607375271149675
一侧下肢	6	7.129283016944966	2.2516291673878226	0.2674922938432581
一定	179	4.807354922057604	3.0301443453258905	0.26157299167679793
一手	43	3.5849625007211565	2.3594767962333005	0.2674922938432581
一抗	9	1.0	2.2810361125534233	0.12308267863823419
一条	14	4.321928094887363	2.9852281360342516	0.25540910221337976
一次	50	5.08746284125034	4.043856189774724	0.26346153846153847
一段	12	3.4594316186372978	2.4508257945180882	0.2674922938432581
一系列	20	6.459431618637298	2.7841837197791888	0.2674922938432581
一般	338	7.539158811108032	3.5015038853985407	0.21060171919770773
一过性	6	5.426264754702098	2.2516291673878226	0.2674922938432581
三叉神经	9	8.98299357469431	2.058813890331201	0.10181178023912565
三尖瓣	21	7.321928094887362	2.101569025834275	0.37054631828978624
三种	16	4.08746284125034	2.091917186688699	0.25059254471019177
三角	28	7.483815777264256	2.101125010956985	0.27964470762398225
下传	12	2.584962500721156	2.751629167387823	0.21481636496808623
下列	41	5.285402218862249	3.0740664206478	0.27351598173515984
下垂	42	6.209453365628951	2.306191931960963	0.1362862010221465
下方	31	3.1699250014423126	3.521732698884723	0.1435382570027048
下段	4	2.321928094887362	2.0	0.34276507113102256
下疳	8	8.049848549450562	2.0	0.34276507113102256
下移	32	4.643856189774724	2.2880373825559115	0.18548387096774194
下端	20	4.523561956057013	2.808694969562842	0.34276507113102256
下缘	31	5.129283016944966	2.4684334063235966	0.34276507113102256
下肢	76	6.7414669864011465	3.1610072790013106	0.29354838709677417
下腔静脉	16	6.882643049361842	2.521782221599798	0.34276507113102256
下腹	70	3.9068905956085187	2.418278671524841	0.20709491850431447
下转	4	1.0	2.0	0.1592585210285031
下部	29	2.0	3.6166016847827454	0.34276507113102256
下降	103	6.475733430966398	2.904628185287346	0.23754588358678552
下静脉	4	1.5849625007211563	2.0	0.34276507113102256
且较	4	3.3219280948873626	2.0	0.14645858343337334
